Date,Category,Symbol,Open,High,Low,Close,Volume
2017-08-14 08:00:00,Crypto,BTC/USDT,4261.48,4485.39,3850.0,4086.29,2843.431426
2017-08-21 08:00:00,Crypto,BTC/USDT,4069.13,4453.91,3400.0,4310.01,4599.396629
2017-08-28 08:00:00,Crypto,BTC/USDT,4310.01,4939.19,4124.54,4509.08,4753.843376
2017-09-04 08:00:00,Crypto,BTC/USDT,4505.0,4788.59,3603.0,4130.37,6382.787745
2017-09-11 08:00:00,Crypto,BTC/USDT,4153.62,4394.59,2817.0,3699.99,8106.705127
2017-09-18 08:00:00,Crypto,BTC/USDT,3690.0,4123.2,3505.55,3660.02,5908.32335
2017-09-25 08:00:00,Crypto,BTC/USDT,3660.02,4406.52,3653.69,4378.48,5782.305424
2017-10-02 08:00:00,Crypto,BTC/USDT,4400.0,4658.0,4110.0,4640.0,4708.272956
2017-10-09 08:00:00,Crypto,BTC/USDT,4640.0,5922.3,4550.0,5709.99,7913.925837
2017-10-16 08:00:00,Crypto,BTC/USDT,5710.0,6171.0,5037.95,5950.02,12157.769447
2017-10-23 08:00:00,Crypto,BTC/USDT,5975.0,6189.88,5286.98,6169.98,13133.99457
2017-10-30 08:00:00,Crypto,BTC/USDT,6133.01,7590.25,6030.0,7345.01,11663.209648
2017-11-06 08:00:00,Crypto,BTC/USDT,7345.1,7770.02,5325.01,5811.03,18916.3199
2017-11-13 08:00:00,Crypto,BTC/USDT,5839.94,8123.15,5699.99,8038.0,19791.101011
2017-11-20 08:00:00,Crypto,BTC/USDT,8057.11,9350.0,7801.0,9128.02,28921.859792
2017-11-27 08:00:00,Crypto,BTC/USDT,9128.0,11825.0,8520.0,11165.41,48427.94965
2017-12-04 08:00:00,Crypto,BTC/USDT,11165.41,17204.99,10802.0,14899.98,72469.977627
2017-12-11 08:00:00,Crypto,BTC/USDT,14946.26,19798.68,14666.56,18860.02,67851.486215
2017-12-18 08:00:00,Crypto,BTC/USDT,18860.04,19300.0,10961.0,13500.0,135385.440322
2017-12-25 08:00:00,Crypto,BTC/USDT,13500.0,16498.05,11750.0,13716.36,116522.754321
2018-01-01 08:00:00,Crypto,BTC/USDT,13715.65,17176.24,12750.0,16150.03,120239.399359
2018-01-08 08:00:00,Crypto,BTC/USDT,16218.85,16322.3,11400.0,13474.99,137537.904565
2018-01-15 08:00:00,Crypto,BTC/USDT,13477.98,14249.99,9035.0,11530.0,303127.502137
2018-01-22 08:00:00,Crypto,BTC/USDT,11530.0,12244.0,9900.24,11879.95,198030.051117
2018-01-29 08:00:00,Crypto,BTC/USDT,11879.95,11975.02,7930.0,8184.81,202016.407759
2018-02-05 08:00:00,Crypto,BTC/USDT,8179.99,9065.78,6000.01,8063.88,340794.292131
2018-02-12 08:00:00,Crypto,BTC/USDT,8063.82,11274.0,8053.0,10383.43,311863.068137
2018-02-19 08:00:00,Crypto,BTC/USDT,10375.01,11786.01,9274.8,9590.0,350623.132911
2018-02-26 08:00:00,Crypto,BTC/USDT,9590.0,11565.0,9350.0,11515.0,183970.997614
2018-03-05 08:00:00,Crypto,BTC/USDT,11515.0,11710.0,8329.0,9533.57,282035.225382
2018-03-12 08:00:00,Crypto,BTC/USDT,9533.57,9888.88,7322.0,8189.99,315835.151606
2018-03-19 08:00:00,Crypto,BTC/USDT,8189.0,9177.01,8088.4,8470.15,285211.539511
2018-03-26 08:00:00,Crypto,BTC/USDT,8470.14,8514.89,6430.0,6813.01,308729.492031
2018-04-02 08:00:00,Crypto,BTC/USDT,6813.01,7520.0,6500.0,7018.0,232320.070499
2018-04-09 08:00:00,Crypto,BTC/USDT,7011.04,8429.54,6611.0,8355.0,259877.022414
2018-04-16 08:00:00,Crypto,BTC/USDT,8355.07,9035.0,7825.4,8787.02,233025.38619
2018-04-23 08:00:00,Crypto,BTC/USDT,8785.7,9759.82,8651.62,9419.0,306668.07214
2018-04-30 08:00:00,Crypto,BTC/USDT,9417.04,10020.0,8800.49,9659.01,222274.38854
2018-05-07 08:00:00,Crypto,BTC/USDT,9661.02,9689.67,8153.0,8679.71,224151.298751
2018-05-14 08:00:00,Crypto,BTC/USDT,8679.71,8879.99,7911.9,8526.98,182713.826012
2018-05-21 08:00:00,Crypto,BTC/USDT,8526.97,8595.31,7231.11,7338.99,190894.600939
2018-05-28 08:00:00,Crypto,BTC/USDT,7338.99,7786.69,7032.95,7714.26,211929.270766
2018-06-04 08:00:00,Crypto,BTC/USDT,7714.26,7765.0,6622.81,6764.99,211352.737478
2018-06-11 08:00:00,Crypto,BTC/USDT,6765.0,6922.0,6118.68,6449.61,234080.841171
2018-06-18 08:00:00,Crypto,BTC/USDT,6444.06,6841.74,5750.0,6136.97,234147.621015
