Date,Category,Symbol,OPEN,HIGH,LOW,CLOSE,Volume,MA,MACD,MACDSignal,MACDHist,LL,Trender,ADX,DMI,Engulf,RSI,Demark,score,Signal,Extreme Signal
2018-09-24 08:00:00,Crypto,BTC/USDT,6706.81,6814.8,6325.02,6626.57,242598.872471,-1.0,-401.9274716127129,-389.76312642058684,-12.164345192126063,False,-1.0,-1.0,-1.0,1,0,0,-3.0,Sell,Neutral
2018-10-01 08:00:00,Crypto,BTC/USDT,6626.57,6697.0,6430.0,6615.26,141836.476483,-1.0,-388.3247739397484,-389.4754559244192,1.1506819846707685,False,-1.0,-1.0,-1.0,1,0,0,-3.0,Sell,Neutral
2018-10-08 08:00:00,Crypto,BTC/USDT,6615.26,6715.6,6205.0,6339.34,166310.813544,-1.0,-395.2527484245793,-390.6309144244512,-4.6218340001281035,False,-1.0,-1.0,-1.0,1,0,0,-3.0,Sell,Neutral
2018-10-15 08:00:00,Crypto,BTC/USDT,6339.34,7680.0,6300.0,6590.11,211592.623139,-1.0,-376.1718993921868,-387.7391114179983,11.5672120258115,False,-1.0,-1.0,1.0,1,0,0,-1.0,Neutral,Neutral
2018-10-22 08:00:00,Crypto,BTC/USDT,6590.12,6639.0,6453.0,6489.93,75328.885385,-1.0,-364.9272239463844,-383.1767339236755,18.249509977291098,False,-1.0,-1.0,1.0,1,0,0,-1.0,Neutral,Neutral
2018-10-29 08:00:00,Crypto,BTC/USDT,6489.93,6525.0,6245.02,6485.85,71945.400607,-1.0,-352.2840483242162,-376.9981968037836,24.714148479567427,False,-1.0,-1.0,1.0,1,0,0,-1.0,Neutral,Neutral
2018-11-05 08:00:00,Crypto,BTC/USDT,6485.85,6615.15,6355.0,6449.81,76161.78188,-1.0,-341.23877912366515,-369.8463132677599,28.607534144094757,False,-1.0,-1.0,1.0,1,0,0,-1.0,Neutral,Neutral
2018-11-12 08:00:00,Crypto,BTC/USDT,6450.71,6498.0,5403.42,5662.0,205081.183938,-1.0,-391.54155933265065,-374.18536248073804,-17.356196851912614,False,-1.0,-1.0,-1.0,2,0,0,-2.0,Sell,Neutral
2018-11-19 08:00:00,Crypto,BTC/USDT,5661.94,5664.0,3652.66,4085.78,496323.79998,-1.0,-552.2289049740766,-409.7940709794058,-142.43483399467084,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2018-11-26 08:00:00,Crypto,BTC/USDT,4088.69,4450.38,3689.12,4161.01,479459.914101,-1.0,-665.8290885395918,-461.001074491443,-204.82801404814882,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2018-12-03 08:00:00,Crypto,BTC/USDT,4160.55,4179.0,3222.0,3545.37,406435.817854,-1.0,-796.3551686716664,-528.0718933274877,-268.2832753441787,False,-1.0,1.0,-1.0,0,0,0,-2.0,Sell,Neutral
2018-12-10 08:00:00,Crypto,BTC/USDT,3548.49,3610.0,3156.26,3228.67,249791.790787,-1.0,-914.807736653529,-605.419061992696,-309.388674660833,False,-1.0,1.0,-1.0,0,-1,0,-3.0,Sell,Neutral
2018-12-17 08:00:00,Crypto,BTC/USDT,3229.22,4139.99,3216.0,3929.71,489096.741158,-1.0,-941.2638769623563,-672.588024986628,-268.6758519757283,False,-1.0,1.0,-1.0,0,-2,0,-4.0,Strong Sell,Oversold
2018-12-24 08:00:00,Crypto,BTC/USDT,3929.71,4198.0,3535.0,3801.91,332161.255442,-1.0,-961.4598401449139,-730.3623880182852,-231.0974521266287,False,-1.0,1.0,-1.0,0,0,0,-2.0,Sell,Neutral
2018-12-31 08:00:00,Crypto,BTC/USDT,3803.12,4027.71,3630.33,3987.6,214860.906242,-1.0,-951.5132034344406,-774.5925511015163,-176.9206523329243,False,-1.0,1.0,-1.0,0,0,0,-2.0,Sell,Neutral
2019-01-07 08:00:00,Crypto,BTC/USDT,3987.62,4069.8,3441.3,3476.81,245887.277948,-1.0,-973.6235797617401,-814.398756833561,-159.22482292817904,False,-1.0,1.0,-1.0,0,0,0,-2.0,Sell,Neutral
2019-01-14 08:00:00,Crypto,BTC/USDT,3477.56,3720.0,3467.02,3539.28,199395.792965,-1.0,-974.8677369439638,-846.4925528556416,-128.37518408832216,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-01-21 08:00:00,Crypto,BTC/USDT,3539.26,3662.94,3434.85,3550.84,154566.450861,-1.0,-963.8107348850908,-869.9561892615314,-93.85454562355937,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-01-28 08:00:00,Crypto,BTC/USDT,3550.05,3557.75,3349.92,3458.11,186574.105423,-1.0,-951.5615083730377,-886.2772530838326,-65.28425528920502,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-02-04 08:00:00,Crypto,BTC/USDT,3458.11,3733.58,3373.1,3680.06,198350.673988,-1.0,-913.4151171356966,-891.7048258942054,-21.710291241491177,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-02-11 08:00:00,Crypto,BTC/USDT,3679.75,3700.11,3568.11,3667.58,167995.805139,-1.0,-874.1146098456347,-888.1867826844913,14.072172838856545,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-02-18 08:00:00,Crypto,BTC/USDT,3667.62,4198.0,3655.0,3743.56,301384.22226,-1.0,-827.3011114292549,-876.009648433444,48.70853700418911,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-02-25 08:00:00,Crypto,BTC/USDT,3743.56,3888.0,3677.17,3807.75,190343.246726,-1.0,-776.0753663858891,-856.022792023933,79.94742563804391,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-03-04 08:00:00,Crypto,BTC/USDT,3807.32,3971.75,3670.69,3916.82,207833.42997,-1.0,-718.3963311936691,-828.4974998578803,110.10116866421117,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-03-11 08:00:00,Crypto,BTC/USDT,3915.99,4056.98,3810.43,3981.14,185620.344813,-1.0,-659.8884109582414,-794.7756820779525,134.88727111971116,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-03-18 08:00:00,Crypto,BTC/USDT,3981.85,4069.32,3880.01,3992.18,156283.263483,-1.0,-605.6480927001912,-756.9501642024003,151.30207150220906,False,-1.0,1.0,-1.0,1,0,0,-1.0,Neutral,Neutral
2019-03-25 08:00:00,Crypto,BTC/USDT,3991.35,4140.0,3888.71,4103.95,178114.875049,-1.0,-547.3340189344804,-715.0269351488163,167.69291621433592,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-04-01 08:00:00,Crypto,BTC/USDT,4102.44,5275.01,4067.0,5170.27,420989.968738,1.0,-410.3463654834595,-654.0908212157449,243.74445573228536,False,1.0,-1.0,1.0,0,0,1,3.0,Buy,Neutral
2019-04-08 08:00:00,Crypto,BTC/USDT,5170.27,5422.0,4861.22,5131.3,247866.407405,1.0,-301.452262460768,-583.5631094647495,282.11084700398146,False,1.0,-1.0,1.0,0,0,1,3.0,Buy,Neutral
2019-04-15 08:00:00,Crypto,BTC/USDT,5131.28,5333.42,4950.0,5256.14,168555.911745,1.0,-202.74226992206968,-507.3989415562135,304.65667163414383,False,1.0,-1.0,1.0,0,0,0,2.0,Neutral,Neutral
2019-04-22 08:00:00,Crypto,BTC/USDT,5257.41,5600.0,5102.0,5307.52,247392.823904,1.0,-118.99623850374883,-429.7184009457206,310.72216244197176,False,1.0,-1.0,1.0,0,0,0,2.0,Neutral,Neutral
2019-04-29 08:00:00,Crypto,BTC/USDT,5309.81,5900.0,5178.8,5775.62,191971.589975,1.0,-14.685857893911816,-346.7118923353588,332.026034441447,False,1.0,1.0,1.0,0,0,0,4.0,Buy,Overbought
2019-05-06 08:00:00,Crypto,BTC/USDT,5773.18,7521.78,5619.14,6967.31,313283.869612,1.0,162.269749226547,-244.91556402297766,407.18531324952465,False,1.0,1.0,1.0,0,1,0,5.0,Strong Buy,Overbought
2019-05-13 08:00:00,Crypto,BTC/USDT,6968.24,8366.0,6870.0,8148.48,461287.694139,1.0,393.2853417086553,-117.27538287665107,510.5607245853064,False,1.0,1.0,1.0,0,1,0,5.0,Strong Buy,Overbought
2019-05-20 08:00:00,Crypto,BTC/USDT,8147.94,8740.0,7461.0,8614.43,341677.39881,1.0,606.9683803575026,27.57336977017968,579.395010587323,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-05-27 08:00:00,Crypto,BTC/USDT,8612.54,9074.26,8005.0,8725.98,292049.043812,1.0,776.3654233973966,177.3317804956231,599.0336429017735,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-06-03 08:00:00,Crypto,BTC/USDT,8726.0,8800.95,7444.58,7628.13,293308.709696,1.0,812.6586574212752,304.39715588075353,508.26150154052164,True,1.0,1.0,1.0,0,2,0,7.0,Strong Buy,Neutral
2019-06-10 08:00:00,Crypto,BTC/USDT,7627.57,9333.0,7511.0,8953.33,274072.058371,1.0,937.5464201759232,431.02700873978745,506.5194114361358,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-06-17 08:00:00,Crypto,BTC/USDT,8953.0,11392.64,8950.0,10906.07,378253.003065,1.0,1180.4827993121753,580.918166854265,599.5646324579103,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-06-24 08:00:00,Crypto,BTC/USDT,10905.95,13970.0,10525.1,10854.1,684152.508772,1.0,1353.2190188712093,735.3783372576538,617.8406816135555,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-07-01 08:00:00,Crypto,BTC/USDT,10854.1,12000.0,9727.0,11406.24,517740.071693,1.0,1517.177720589868,891.7382139240966,625.4395066657713,True,1.0,1.0,1.0,0,1,0,6.0,Strong Buy,Overbought
2019-07-08 08:00:00,Crypto,BTC/USDT,11410.0,13147.08,10103.0,10174.18,510462.035678,1.0,1530.0616296789622,1019.4028970750697,510.6587326038924,True,1.0,1.0,1.0,0,2,0,7.0,Strong Buy,Neutral
2019-07-15 08:00:00,Crypto,BTC/USDT,10174.18,11100.0,9060.0,10589.45,487080.97263,1.0,1555.846212245301,1126.691560109116,429.1546521361852,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-07-22 08:00:00,Crypto,BTC/USDT,10590.15,10683.16,9165.0,9541.54,269819.325109,1.0,1474.7234069939104,1196.2979294860747,278.4254775078357,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-07-29 08:00:00,Crypto,BTC/USDT,9541.54,11040.0,9395.0,10929.23,259518.806019,1.0,1505.058606218673,1258.0500648325944,247.0085413860786,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-08-05 08:00:00,Crypto,BTC/USDT,10929.99,12330.7,10927.8,11549.97,371072.857661,1.0,1561.1915559677745,1318.6783630596306,242.513192908144,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-08-12 08:00:00,Crypto,BTC/USDT,11539.08,11577.89,9750.0,10306.78,248273.374665,1.0,1488.207154136242,1352.5841212749528,135.62303286128918,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-08-19 08:00:00,Crypto,BTC/USDT,10306.17,10949.96,9762.0,10142.69,232472.053331,1.0,1400.9762164718086,1362.262540314324,38.71367615748454,True,1.0,1.0,1.0,0,0,0,5.0,Strong Buy,Overbought
2019-08-26 08:00:00,Crypto,BTC/USDT,10142.69,10604.0,9320.0,9724.98,211243.550288,1.0,1283.34575287179,1346.4791828258171,-63.13342995402718,False,1.0,1.0,1.0,0,0,0,4.0,Buy,Overbought
2019-09-02 08:00:00,Crypto,BTC/USDT,9723.59,10905.87,9712.5,10381.18,281075.664908,1.0,1228.9065491638357,1322.964656093421,-94.05810692958516,False,1.0,1.0,1.0,0,0,0,4.0,Buy,Overbought
2019-09-09 08:00:00,Crypto,BTC/USDT,10381.24,10480.0,9880.0,10302.01,207165.654458,1.0,1165.9345627924886,1291.5586374332345,-125.6240746407459,False,1.0,1.0,1.0,0,0,0,4.0,Buy,Overbought
2019-09-16 08:00:00,Crypto,BTC/USDT,10303.34,10355.0,9653.0,10028.87,188644.199623,1.0,1081.5215869996373,1249.5512273465151,-168.02964034687784,False,1.0,1.0,1.0,0,0,0,4.0,Buy,Overbought
2019-09-23 08:00:00,Crypto,BTC/USDT,10028.05,10049.99,7750.0,8043.82,364560.064744,1.0,844.7094653727636,1168.5828749517648,-323.8734095790012,False,-1.0,1.0,1.0,0,0,0,2.0,Neutral,Neutral
2019-09-30 08:00:00,Crypto,BTC/USDT,8043.04,8500.0,7710.0,7854.25,239136.795399,1.0,634.4241909884859,1061.751138159109,-427.32694717062304,False,-1.0,-1.0,1.0,0,0,0,0.0,Neutral,Neutral
2019-10-07 08:00:00,Crypto,BTC/USDT,7855.3,8779.51,7762.0,8275.01,281416.738734,-1.0,496.005765861335,948.6020636995542,-452.59629783821913,False,-1.0,-1.0,1.0,0,0,0,-2.0,Sell,Neutral
2019-10-14 08:00:00,Crypto,BTC/USDT,8275.24,8403.0,7816.01,8223.35,219241.792311,-1.0,377.7847687860867,834.4386047168607,-456.653835930774,False,-1.0,-1.0,1.0,0,0,0,-2.0,Sell,Neutral
2019-10-21 08:00:00,Crypto,BTC/USDT,8223.35,10370.0,7300.0,9529.93,508882.693756,-1.0,385.08484493754804,744.5678527609982,-359.4830078234502,False,-1.0,-1.0,1.0,0,0,0,-2.0,Sell,Neutral
2019-10-28 08:00:00,Crypto,BTC/USDT,9528.23,9902.1,8913.0,9194.71,354362.744327,-1.0,359.6746499572091,667.5892122002404,-307.91456224303124,False,-1.0,-1.0,1.0,-1,0,0,-3.0,Sell,Neutral
2019-11-04 08:00:00,Crypto,BTC/USDT,9196.46,9513.68,8696.0,9039.47,294282.771612,-1.0,323.2837034631284,598.728110452818,-275.4444069896896,False,-1.0,-1.0,1.0,-1,0,0,-3.0,Sell,Neutral
2019-11-11 08:00:00,Crypto,BTC/USDT,9040.16,9072.32,8350.68,8502.4,239532.02348,-1.0,248.24494249525378,528.6314768613051,-280.38653436605136,False,-1.0,-1.0,1.0,-1,0,0,-3.0,Sell,Neutral
2019-11-18 08:00:00,Crypto,BTC/USDT,8502.87,8503.52,6790.0,6903.28,422402.004703,-1.0,59.059760056090454,434.7171335002622,-375.65737344417175,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-11-25 08:00:00,Crypto,BTC/USDT,6900.23,7850.0,6515.0,7390.89,503259.064291,-1.0,-50.93763085842329,337.5861806285251,-388.5238114869484,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-12-02 08:00:00,Crypto,BTC/USDT,7391.5,7750.0,7067.0,7510.11,331484.783716,-1.0,-127.02700971328886,244.66354256016228,-371.69055227345115,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-12-09 08:00:00,Crypto,BTC/USDT,7510.11,7650.0,7008.35,7118.59,252294.980408,-1.0,-216.42595884786078,152.44564227855767,-368.87160112641845,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-12-16 08:00:00,Crypto,BTC/USDT,7119.6,7518.54,6435.0,7501.44,339611.461697,-1.0,-253.46073712881753,71.26436639708263,-324.7251035259002,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-12-23 08:00:00,Crypto,BTC/USDT,7500.71,7695.38,7076.42,7388.24,267312.086935,-1.0,-288.61834703978,-0.7121762902899178,-287.9061707494901,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
2019-12-30 08:00:00,Crypto,BTC/USDT,7388.43,7495.0,6871.04,7358.75,241051.798444,-1.0,-315.226863670423,-63.61511376631653,-251.61174990410643,False,-1.0,-1.0,-1.0,0,0,0,-4.0,Strong Sell,Oversold
